,date,description,emphasizedKeywords,position,searchQuery/countryCode,searchQuery/device,searchQuery/domain,searchQuery/languageCode,searchQuery/locationUule,searchQuery/page,searchQuery/resultsPerPage,searchQuery/term,searchQuery/type,title,type,url
79,,"Históricamente, los compromisos de OGP se han centrado más en la prevención de la corrupción que en las investigaciones y sanciones; sin embargo, muchas de las ...",corrupción,80,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,Acciones para combatir la corrupción - Open Government ...,organic,https://www.opengovpartnership.org/es/actions-for-strong-anti-corruption-efforts/
80,2020-09-23T12:00:00.000Z,"Así, la corrupción se ha convertido en una de las principales amenazas de la democracia y de la gobernabilidad, debido a que se vulneran los ...",corrupción,81,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,El impacto de la corrupción en los niños y las niñas | UNICEF,organic,https://www.unicef.org/peru/articulo/impacto-de-la-corrupcion-en-ninos-y-ninas
81,,"by IRK Coronel · 2015 — Fuente: Transparencia Mexicana, Conoce los resultados del Barómetro Global de la Corrupción. 2013, Disponible en www.tm.org.mx/presentan-barometro-global-de-la- ...",Corrupción,82,US,DESKTOP,google.com,,,9,10,corrupción,SEARCH,La Corrupción en México - Senado,organic,http://bibliodigitalibd.senado.gob.mx/bitstream/handle/123456789/2015/ML73.pdf?sequence=1&isAllowed=y
82,,"El 86.3% de los mexicanos considera frecuente la corrupción en el gobierno: Inegi. A nivel nacional, los costos de incurrir en actos de corrupción se ...",corrupción | corrupción,83,US,DESKTOP,google.com,,,10,10,corrupción,SEARCH,corrupcion | El Universal,organic,https://www.eluniversal.com.mx/tag/corrupcion
83,,"Palabras clave: Corrupción, tolerancia a la corrupción, instituciones, democracia, Estado de derecho, Latinoamérica. Page 6. ABSTRACT. Corruption is a problem ...",Corrupción | corrupción,84,US,DESKTOP,google.com,,,10,10,corrupción,SEARCH,¿Por qué se tolera la corrupción? Un estudio con datos de,organic,https://www.colef.mx/posgrado/wp-content/uploads/2020/09/TESIS-Gonz%C3%A1lez-Ram%C3%ADrez-Mar%C3%ADa-Fernanda-MDR.pdf
84,,by JMG Lara · 2019 — La corrupción puede tener impacto en la desigualdad de ingresos de varias maneras: directamente mediante sistemas impositivos sesgados que favorecen la riqueza ...,corrupción,85,US,DESKTOP,google.com,,,10,10,corrupción,SEARCH,Corrupción para los ricos y los pobres en México - El ...,organic,https://www.eltrimestreeconomico.com.mx/index.php/te/article/view/799/1121
85,2022-05-26T00:22:37.198Z,López Obrador sostuvo que el modelo neoliberal no es perfecto debido a sus fallas estructurales y a que impera la corrupción.,corrupción,86,US,DESKTOP,google.com,,,10,10,corrupción,SEARCH,"Modelo neoliberal no es perfecto, es fallido por la corrupción ...",organic,https://www.forbes.com.mx/modelo-neoliberal-no-es-perfecto-es-fallido-por-la-corrupcion-senala-amlo/
86,,"FISCALÍA ESPECIALIZADA EN EL COMBATE A LA CORRUPCIÓN QUINTO INFORME DE ACTIVIDADES. 2. “Esta obra, programa o acción es de carácter público, ...",CORRUPCIÓN,87,US,DESKTOP,google.com,,,10,10,corrupción,SEARCH,fiscalía especializada en el combate a la corrupción,organic,https://fiscaliageneralqro.gob.mx/portal/wp-content/uploads/2022/05/FECC-Quinto-Informe-Final.pdf
87,,"by AE Casis · Cited by 3 — CORRUPCIÓN EN MÉXICO, NORMATIVA PARA ELIMINARLA Y PERCEPCIÓN CIUDADANA. (The burden of the Corruption in Mexico, regulations and public perception).",CORRUPCIÓN,88,US,DESKTOP,google.com,,,10,10,corrupción,SEARCH,"31 CORRUPCIÓN EN MÉXICO, NORMATIVA PARA ...",organic,https://www.uv.mx/iiesca/files/2014/09/04CA201401.pdf
88,2022-05-31T00:22:37.201Z,"El ingeniero millonario que «abofetea» a la corrupción colombiana. El exalcalde Rodolfo Hernández, apenas conocido y con una aparente escasa ...",corrupción,89,US,DESKTOP,google.com,,,10,10,corrupción,SEARCH,El ingeniero millonario que «abofetea» a la corrupción ...,organic,https://www.elcorreo.com/internacional/america-latina/ingeniero-millonario-abofetea-20220530220715-ntrc.html
89,2020-11-17T12:00:00.000Z,La pregunta clave es si la corrupción es un instrumento para el avance de un proyecto político o un mal que debe ser erradicado.,corrupción,90,US,DESKTOP,google.com,,,10,10,corrupción,SEARCH,Corrupción e impunidad - México Evalúa,organic,https://www.mexicoevalua.org/corrupcion-e-impunidad/
