,date,description,emphasizedKeywords,position,searchQuery/countryCode,searchQuery/device,searchQuery/domain,searchQuery/languageCode,searchQuery/locationUule,searchQuery/page,searchQuery/resultsPerPage,searchQuery/term,searchQuery/type,title,type,url
87,,"hace 6 días — Kevin Clewer was found stabbed to death in his home in the 3400 block of North Elaine Street on March 24, 2004. His case remains unsolved, but ...",2004,88,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Police say they've identified a suspect in brutal 2004 murder of ...,organic,https://www.cbsnews.com/chicago/news/police-say-theyve-identified-a-suspect-in-brutal-2004-murder-of-kevin-clewer/
88,,"por D Bryant · 2004 · Mencionado por 1985 — Molecular Biology and Evolution, Volume 21, Issue 2, February 2004, Pages 255–265, https://doi.org/10.1093/molbev/msh018. Published: 01 February 2004.",2004 | 2004,89,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Neighbor-Net: An Agglomerative Method for the Construction ...,organic,https://academic.oup.com/mbe/article/21/2/255/1187993
89,,"2004, c. 3, Sched. A, s. 1. Definitions. 2 In this Act,. “Agency” means the corporation continued by section 3 ...",2004,90,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Personal Health Information Protection Act, 2004, S.O. 2004, c ...",organic,https://www.ontario.ca/laws/statute/04p03
90,,"OSHA 3220-10N 2004 ... Publication 3151 (2004), 695KB PDF, 44 pages. Discusses equipment most commonly used for protection for the head, including eyes and ...",2004 | 2004,91,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,3220_Warehouse.pdf - OSHA,organic,https://www.osha.gov/sites/default/files/publications/3220_Warehouse.pdf
91,2022-05-05T12:00:00.000Z,"Flying insect numbers have plunged by 60% since 2004, GB survey finds. Scientists behind survey of car number plates said drop was 'terrifying', ...",2004,92,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Flying insect numbers have plunged by 60% since 2004, GB ...",organic,https://www.theguardian.com/environment/2022/may/05/flying-insect-numbers-have-plunged-by-60-since-2004-gb-survey-finds
92,,"21 abr 2020 — When we launched Ubuntu back in 2004, our mission to make well-supported, free open source software available to everyone, everywhere was a ...",2004,93,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,2004 to 20.04 LTS: Ubuntu in popular culture,organic,https://ubuntu.com/blog/2004-to-20-04-lts-ubuntu-in-popular-culture
93,,"El 20 de diciembre de 2004 el Gobierno de Dinamarca se comprometió a aportar tres nuevas contribuciones por un total de 8,95 millones de coronas danesas (1 ...",2004,94,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Noticias 2004 - OMC - World Trade Organization,organic,https://www.wto.org/spanish/news_s/news04_s/news04_s.htm
94,,"por RC Gentleman · 2004 · Mencionado por 13059 — Genome Biology volume 5, Article number: R80 (2004) Cite this article. 190k Accesses. 8972 Citations. 45 Altmetric.",2004,95,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,Bioconductor: open software development for computational ...,organic,https://genomebiology.biomedcentral.com/articles/10.1186/gb-2004-5-10-r80
95,,"2022, 2021, 2020, 2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004, 2003, 2002, 2001, 2000, 1999, 1998, 1997 ...",2004,96,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Portland, OR Weather History | Weather Underground",organic,https://www.wunderground.com/history/daily/KPDX/date/1971-11-24
96,,"2022, 2021, 2020, 2019, 2018, 2017, 2016, 2015, 2014, 2013, 2012, 2011, 2010, 2009, 2008, 2007, 2006, 2005, 2004, 2003, 2002, 2001, 2000, 1999, 1998, 1997 ...",2004,97,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,"Fort Snelling, MN Weather History | Weather Underground",organic,https://www.wunderground.com/history/daily/KMSP/date/2019-6-11
97,,"Neutral citation: 2004 SCC 13. File No.: 29320. 2003: November 10; 2004: March 4. Present: McLachlin C.J. and Iacobucci, Major ...",2004 | 2004,98,US,DESKTOP,google.com,es,,1,100,2004,SEARCH,CCH Canadian Ltd. v. Law Society of Upper Canada - CanLII,organic,https://www.canlii.org/en/ca/scc/doc/2004/2004scc13/2004scc13.html
