,date,description,emphasizedKeywords,position,searchQuery/countryCode,searchQuery/device,searchQuery/domain,searchQuery/languageCode,searchQuery/locationUule,searchQuery/page,searchQuery/resultsPerPage,searchQuery/term,searchQuery/type,title,type,url
64,,"En Colombia existen dos indicadores que buscan medir la pobreza, los cuales son: I. La pobreza monetaria, es unidimensional, mide el porcentaje de la población ...",Colombia | pobreza | pobreza,65,US,DESKTOP,google.com,,,8,10,analisis de pobreza en colombia,SEARCH,Análisis de las brechas de pobreza y exclusión social en el ...,organic,http://rsu.ustabuca.edu.co/images/DOCUMENTOS_OBSERVATORIO/Circular_Socieconomica/2021/CSE-An%C3%A1lisis_de_las_brechas_de_pobreza_exclusi%C3%B3n_social_departamento_Santander.pdf
65,2020-06-03T12:00:00.000Z,"Un nuevo análisis de Save the Children y UNICEF revela que, a menos que se tomen medidas urgentes, el número de niños que viven en hogares ...",análisis,66,US,DESKTOP,google.com,,,8,10,analisis de pobreza en colombia,SEARCH,COVID-19: El número de niños que viven en hogares pobres ...,organic,https://www.unicef.org/colombia/comunicados-prensa/numero-ninos-hogares-pobres-aumentara-hasta-86-millones
66,,Indice de Pobreza Multidimensional y sus aplicaciones en Colombia. ROBERTO ANGULO. YADIRA DÍAZ. RENATA PARDO. National Planning Department.,Pobreza | Colombia,67,US,DESKTOP,google.com,,,8,10,analisis de pobreza en colombia,SEARCH,Análisis dinámico de pobreza multidimensional por medio de ...,organic,https://www.inei.gob.pe/media/MenuRecursivo/boletines/ponencia10.pdf
67,,"Analizar el problema de la pobreza, requiere mucho cuidado académico en su análisis, se pretende vincular aspectos básicos de la definición de la pobreza, ...",pobreza | análisis | pobreza,68,US,DESKTOP,google.com,,,8,10,analisis de pobreza en colombia,SEARCH,"La pobreza en el mundo, América Latina y Colombia.",organic,https://www.gestiopolis.com/la-pobreza-en-el-mundo-america-latina-y-colombia/
68,,"Las cifras para Medellín y el Valle de Aburrá muestran que en 2020 la incidencia de pobreza monetaria fue de 32,9%, esto significa que se incrementó en ...",pobreza,69,US,DESKTOP,google.com,,,8,10,analisis de pobreza en colombia,SEARCH,"Pobreza, desigualdad y demografía | Medellín Cómo Vamos",organic,https://www.medellincomovamos.org/sectores/pobreza-desigualdad-y-demografia
69,2021-05-11T12:00:00.000Z,"Otro 30% de la población está en situación de vulnerabilidad económica: tiene ingresos por encima del nivel de pobreza, pero ante cualquier ...",pobreza,70,US,DESKTOP,google.com,,,8,10,analisis de pobreza en colombia,SEARCH,″Mucha gente en Colombia ya no tiene nada que perder ...,organic,https://www.dw.com/es/mucha-gente-en-colombia-ya-no-tiene-nada-que-perder-aparte-de-su-vida/a-57499982
70,2021-04-30T12:00:00.000Z,Análisis de la pobreza a partir del Índice de Pobreza Multidimensional ... Incidencia de la pobreza monetaria extrema en Colombia. Año 2018.,Análisis | pobreza | Pobreza | pobreza | Colombia,71,US,DESKTOP,google.com,,,8,10,analisis de pobreza en colombia,SEARCH,MARCO-POBREZA-DEPARTA-BOYACA_compressed.pdf,organic,https://www.boyaca.gov.co/wp-content/uploads/2021/04/MARCO-POBREZA-DEPARTA-BOYACA_compressed.pdf
71,,"tivo análisis sobre diferentes aspectos de la dis- ... el análisis de las políticas públicas intentará ... pobreza en Colombia era de 49,4% la cual dis-.",análisis | análisis | pobreza en Colombia,72,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,"Pobreza, Desigualdad de Oportunidades y Políticas Públicas ...",organic,https://www.kas.de/wf/doc/kas_32590-1522-4-30.pdf
72,,"Prioridades ambientales para la reduccion de la pobreza en Colombia. Un analisis ambiental del pais para Colombia [Ernesto Sanchez Triana, Kulsum Ahmed y ...",pobreza en Colombia | analisis | Colombia,73,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,Prioridades ambientales para la reduccion de la pobreza en ...,organic,https://www.amazon.com/Prioridades-ambientales-reduccion-Colombia-ambiental/dp/B0038AONBQ
73,,"de mercado laboral en Colombia y específicamente para Bogotá, ... estimación de la pobreza monetaria del país, por tal motivo, el siguiente análisis además ...",Colombia | pobreza | análisis,74,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,Claudia Nayibe López Hernández - Secretaría Distrital de ...,organic,http://www.sdp.gov.co/sites/default/files/cifrastomadesiciones-bandera_vf.pdf
74,2020-06-03T12:00:00.000Z,"Un nuevo análisis de Save the Children y UNICEF revela que, a menos que se tomen medidas urgentes, el número de niños que viven en hogares ...",análisis,75,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,COVID-19: El número de niños que viven en hogares pobres ...,organic,https://www.unicef.org/colombia/comunicados-prensa/numero-ninos-hogares-pobres-aumentara-hasta-86-millones
75,,Los aumentos en los niveles de desigualdad requieren un análisis importante de la composición de la población latinoamericana. La CEPAL proyecta que los ...,análisis,76,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,La pandemia de Covid-19 revela las deficiencias sociales de ...,organic,https://www.uexternado.edu.co/economia/senales-boletin-de-coyuntura-y-opinion/la-pandemia-de-covid-19-revela-las-deficiencias-sociales-de-america-latina-y-aumenta-los-niveles-de-pobreza/
76,,"Un reciente informe del DANE sobre pobreza multidimensional alerta sobre el aumento en la deserción escolar, el desempleo de larga duración, ...",pobreza | desempleo,77,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,La deserción escolar afecta significativamente la pobreza en ...,organic,https://www.uexternado.edu.co/economia/la-desercion-escolar-afecta-significativamente-la-pobreza-en-colombia/
77,,"1 En comparación, para el 2018, la tasa de pobreza de Colombia era aproximadamente 1.8 ... En la primera parte de este informe se realiza un análisis de las ...",pobreza | Colombia | análisis,78,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,EVALUACIÓN DE LA POBREZA EN BOGOTÁ - Veeduría ...,organic,https://www.veeduriadistrital.gov.co/sites/default/files/files/Publicaciones%202020/Informe%20Evolucion%20de%20la%20Pobreza%20en%20Bogota.pdf
78,2021-10-11T12:00:00.000Z,"Este libro surge como una iniciativa del Departamento de Derecho Constitucional de la Universidad Externado de Colombia, en el marco de las XXI.",Colombia,79,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,Pobreza y desigualdad. Prospectiva 2030 | Bogotá office,organic,https://co.boell.org/es/2021/10/11/pobreza-y-desigualdad-prospectiva-2030
79,,by E Nina — Para lograr un análisis de la deuda social relacionado con la pobreza y avanzar en su conocimiento es necesario iniciar con una pregunta ¿cuántos son los pobres ...,análisis | pobreza | pobres,80,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,"Deuda social, pobreza y política social en Colombia Por ...",organic,https://odsal.oducal.com/documentos/deuda-social-pobreza-y-politica-social-en-colombia_1566236870.pdf
80,,"by FA Rueda Devivero · 2005 — ... de la pobreza en Colombia : un análisis desde la econometría espacial ... la especificación y estimación de un modelo de determinantes de pobreza, ...",pobreza en Colombia | análisis | pobreza,81,US,DESKTOP,google.com,,,9,10,analisis de pobreza en colombia,SEARCH,Fenómenos de difusión y determinantes de la pobreza en ...,organic,https://repositorio.utb.edu.co/handle/20.500.12585/9808
81,,by E Nina — Para lograr un análisis de la deuda social relacionado con la pobreza y avanzar en su conocimiento es necesario iniciar con una pregunta ¿cuántos son los pobres ...,análisis | pobreza | pobres,82,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,"Deuda social, pobreza y política social en Colombia Por ...",organic,https://odsal.oducal.com/documentos/deuda-social-pobreza-y-politica-social-en-colombia_1566236870.pdf
82,,"by RS Gallo · 2021 — Mano de obra no calificada, perpetuadora de pobreza en Colombia · Rosalba Salazar Gallo Autor · Heidy Narváez Polanía Autor · Paulina Dmuchowska Autor · Luis ...",pobreza en Colombia,83,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,Análisis estadístico. | Estudios del Pacífico - Revistas,organic,https://revistas.uniclaretiana.edu.co/index.php/EstudiosdelPacifico/article/view/432
83,2017-11-10T12:00:00.000Z,"El foro ""Pobreza y desigualdad escondida” reunió en Bogotá a destacados expertos internacionales para debatir cómo puede la innovación ...",Pobreza,84,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,Colombia: más innovación social para erradicar la pobreza,organic,https://www.caf.com/es/actualidad/noticias/2017/11/colombia-mas-innovacion-social-para-erradicar-la-pobreza/
84,,"de mercado laboral en Colombia y específicamente para Bogotá, ... estimación de la pobreza monetaria del país, por tal motivo, el siguiente análisis además ...",Colombia | pobreza | análisis,85,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,Claudia Nayibe López Hernández - Secretaría Distrital de ...,organic,http://www.sdp.gov.co/sites/default/files/cifrastomadesiciones-bandera_vf.pdf
85,,"Analizar el problema de la pobreza, requiere mucho cuidado académico en su análisis, se pretende vincular aspectos básicos de la definición de la pobreza, ...",pobreza | análisis | pobreza,86,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,"La pobreza en el mundo, América Latina y Colombia.",organic,https://www.gestiopolis.com/la-pobreza-en-el-mundo-america-latina-y-colombia/
86,2020-05-11T12:00:00.000Z,"In the midst of the economic and social situation experienced by the new coronavirus, inequality and poverty become more evident. Although in ...",,87,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,"Pobreza en Colombia, en tiempos del Covid-19 - Munich ...",organic,https://mpra.ub.uni-muenchen.de/100265/
87,,"by SM Peláez Thompson · 2018 · Cited by 2 — Al hablar de pobreza acudimos al análisis de diversas variables, cuyos análisis ... departamento con más pobreza en Colombia, alcanzando el 65,9% de pobreza.",pobreza | análisis | análisis | pobreza en Colombia | pobreza,88,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,evolución y causas de la pobreza en el departamento del,organic,https://repository.uamerica.edu.co/bitstream/20.500.11839/6629/1/2131088-2018-1-EF.pdf
88,,"El desarrollo de los Principios. Rectores fue iniciado por el anterior Comité de Derechos Humanos en el 2001, y su contenido fue debatido y perfeccionado ...",,89,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,la Extrema Pobreza y los Derechos Humanos - OHCHR,organic,https://www.ohchr.org/Documents/Publications/OHCHR_ExtremePovertyandHumanRights_SP.pdf
89,,by S Perry · 2010 · Cited by 91 — 10) “El análisis por áreas homogéneas muestra fuertes desequilibrios. Cerca del 60% de los pobres (por NBI) se concentran en las áreas de la periferia (Pacífica ...,análisis | pobres,90,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,la pobreza rural en colombia | rimisp,organic,https://www.rimisp.org/wp-content/files_mf/1366385547DocumentoDiagnosticoColombia.pdf
90,2019-07-13T12:00:00.000Z,"La entidad también divulgó su informe de pobreza monetaria, que mide los ingresos de los hogares en Colombia, donde concluyó que el 27% de la ...",pobreza | Colombia,91,US,DESKTOP,google.com,,,10,10,analisis de pobreza en colombia,SEARCH,"El 19,6% de los colombianos vive en pobreza multidimensional",organic,https://www.aa.com.tr/es/mundo/el-19-6-de-los-colombianos-vive-en-pobreza-multidimensional/1530438
